Years,predicted_mean,% Change
2018,102.0,
2019,8.000584429921155,-92.15628977458711
2020,7.996062717431017,-0.05651727732822742
2021,6.000268722012919,-24.95970912118244
2022,6.003483676916303,0.053580182027324064
2024,7.695380604941678,28.181919350106742
2025,7.5161184821857425,-2.3294770195098624
2026,7.5161184821857425,0.0
2027,7.5161184821857425,0.0
2028,7.5161184821857425,0.0
2029,7.5161184821857425,0.0
2030,7.5161184821857425,0.0
2031,7.5161184821857425,0.0
2032,7.5161184821857425,0.0
2033,7.5161184821857425,0.0
2034,7.5161184821857425,0.0
2035,7.5161184821857425,0.0
2036,7.5161184821857425,0.0
2037,7.5161184821857425,0.0
2038,7.5161184821857425,0.0
2039,7.5161184821857425,0.0
2040,7.5161184821857425,0.0
2041,7.5161184821857425,0.0
2042,7.5161184821857425,0.0
2043,7.5161184821857425,0.0
2044,7.5161184821857425,0.0
2045,7.5161184821857425,0.0
2046,7.5161184821857425,0.0
2047,7.5161184821857425,0.0
2048,7.5161184821857425,0.0
2049,7.5161184821857425,0.0
2050,7.5161184821857425,0.0
2051,7.5161184821857425,0.0
2052,7.5161184821857425,0.0
2053,7.5161184821857425,0.0
2054,7.5161184821857425,0.0
2055,7.5161184821857425,0.0
2056,7.5161184821857425,0.0
2057,7.5161184821857425,0.0
2058,7.5161184821857425,0.0
2059,7.5161184821857425,0.0
2060,7.5161184821857425,0.0
2061,7.5161184821857425,0.0
2062,7.5161184821857425,0.0
2063,7.5161184821857425,0.0
2064,7.5161184821857425,0.0
2065,7.5161184821857425,0.0
2066,7.5161184821857425,0.0
2067,7.5161184821857425,0.0
2068,7.5161184821857425,0.0
2069,7.5161184821857425,0.0
2070,7.5161184821857425,0.0
2071,7.5161184821857425,0.0
2072,7.5161184821857425,0.0
2073,7.5161184821857425,0.0
2074,7.5161184821857425,0.0
2075,7.5161184821857425,0.0
2076,7.5161184821857425,0.0
2077,7.5161184821857425,0.0
2078,7.5161184821857425,0.0
2079,7.5161184821857425,0.0
2080,7.5161184821857425,0.0
2081,7.5161184821857425,0.0
2082,7.5161184821857425,0.0
2083,7.5161184821857425,0.0
2084,7.5161184821857425,0.0
2085,7.5161184821857425,0.0
2086,7.5161184821857425,0.0
2087,7.5161184821857425,0.0
2088,7.5161184821857425,0.0
2089,7.5161184821857425,0.0
2090,7.5161184821857425,0.0
2091,7.5161184821857425,0.0
2092,7.5161184821857425,0.0
2093,7.5161184821857425,0.0
2094,7.5161184821857425,0.0
2095,7.5161184821857425,0.0
2096,7.5161184821857425,0.0
2097,7.5161184821857425,0.0
2098,7.5161184821857425,0.0
2099,7.5161184821857425,0.0
2100,7.5161184821857425,0.0
2101,7.5161184821857425,0.0
2102,7.5161184821857425,0.0
